"standardised_predator_length" "si_prey_length"
"18433" 12.9 4.5
"18434" 12.9 1.5
"18435" 13 2.5
"18436" 13 5.2
"18437" 13.1 2.4
"18438" 13.1 3
"18439" 13.1 2.3
"18440" 13.2 2.8
"18441" 13.2 2.7
"18442" 13.2 3.2
"18443" 13.2 2.7
"18444" 13.3 3
"18445" 13.3 2.3
"18446" 13.4 6.5
"18447" 13.4 6.5
"18448" 13.5 4.5
"18449" 13.5 2.6
"18450" 13.5 6.5
"18451" 13.5 2.8
"18452" 13.7 2.8
"18453" 13.7 4
"18454" 13.8 2.9
"18455" 14 2.5
"18456" 14 1.9
"18457" 14.2 3
"18458" 14.2 2.5
"18459" 14.2 3
"18460" 14.3 3.5
"18461" 14.5 2.1
"18462" 14.5 3.2
"18463" 14.8 3.1
"18464" 14.9 2.5
"18465" 15 3
"18466" 15 2.5
"18467" 15 2.2
"18468" 15 4.5
"18469" 15.2 2.7
"18470" 15.4 2.9
"18471" 15.8 2.2
"18472" 15.8 2.6
"18473" 15.9 3.5
"18474" 15.9 6.6
"18475" 16 3.3
"18476" 16 2.7
"18477" 16.2 2.5
"18478" 16.4 8.5
"18479" 16.5 5
"18480" 16.5 6
"18481" 16.5 4.5
"18482" 16.5 6.5
"18483" 17.1 4
"18484" 17.4 2.8
"18485" 17.9 3
"18486" 18 4.5
"18487" 18 4
"18488" 18.2 4.2
"18489" 18.3 3.7
"18490" 18.3 4.2
"18491" 19.1 4.7
"18492" 19.2 2.8
"18493" 19.5 2.8
"18494" 20 5.3
"18495" 20.9 7.5
"18496" 21.2 12.1
"18497" 21.2 12
"18498" 21.5 2.8
"18499" 21.7 6.5
"18500" 22.5 12
"18501" 4.626 0.3
"18502" 4.626 0.175
"18503" 4.626 0.125
"18504" 4.626 0.2
"18505" 4.626 0.1
"18506" 4.626 0.05
"18507" 3.8646 0.3
"18508" 3.8646 0.15
"18509" 3.8646 0.11
"18510" 1.8805 0.1
"18511" 1.8805 0.01
"18512" 4.4528 0.01
"18513" 1.4381 0.055
"18514" 1.4381 0.05
"18515" 1.6593 0.08
"18516" 1.6593 0.01
"18517" 2.5056 0.01
"18518" 1.6 0.1
"18519" 1.9 0.125
"18520" 1.8216 0.075
"18521" 2.024 0.05
"18522" 3.4408 0.01
"18523" 4.048 0.09
"18524" 4.048 0.1
"18525" 4.048 0.01
"18526" 2.3967 0.06
"18527" 1.01 0.105
"18528" 1.01 0.01
"18529" 1.111 0.09
"18530" 0.99558 0.1
"18531" 1.3274 0.08
"18532" 1.7699 0.085
"18533" 1.7699 0.01
"18534" 3.3 0.2
"18535" 3.3 0.06
"18536" 1.8 0.1
"18537" 1.9 0.09
"18538" 2.53 0.115
"18539" 2.7324 0.145
"18540" 3.036 0.11
"18541" 3.036 0.03
"18542" 3.8456 0.085
"18543" 3.8456 0.05
"18544" 1.2168 0.095
"18545" 1.2168 0.01
"18546" 1.4381 0.055
"18547" 1.9912 0.08
"18548" 1.9912 0.01
"18549" 1.518 0.055
"18550" 2.7324 0.09
"18551" 3.7444 0.09
"18552" 3.7444 0.01
"18553" 2.1788 0.1
"18554" 0.99558 0.025
"18555" 1.3274 0.01
"18556" 1.5487 0.08
"18557" 1.5487 0.01
"18558" 0.8 0.05
"18559" 1.2 0.08
"18560" 1.2 0.01
"18561" 1.518 0.065
"18562" 1.8216 0.065
"18563" 2.8336 0.075
"18564" 3.6432 0.1
"18565" 3.6432 0.01
"18566" 2.0699 0.05
"18567" 0.707 0.0275
"18568" 1.111 0.055
"18569" 1.111 0.01
"18570" 0.88496 0.02
"18571" 1.5487 0.07
"18572" 1.5487 0.01
"18573" 1 0.04
"18574" 1 0.01
"18575" 1 0.04
"18576" 2 0.08
"18577" 1.9 0.01
"18578" 1.4168 0.02
"18579" 1.7204 0.055
"18580" 2.3276 0.07
"18581" 2.3276 0.01
"18582" 3.2384 0.09
"18583" 3.2384 0.01
"18584" 13.836 0.275
"18585" 19.609 0.275
"18586" 19.609 1.25
"18587" 3.598 0.2
"18588" 3.7008 0.2
"18589" 3.9064 0.3
"18590" 3.9663 0.4
"18591" 4.3731 0.3
"18592" 5.085 0.4
"18593" 1.3274 0.065
"18594" 1.8805 0.03
"18595" 4.7716 0.175
"18596" 4.7716 0.5
"18597" 5.6853 0.13
"18598" 3.2 0.14
"18599" 1.8 0.15
"18600" 1.8 0.015
"18601" 2.4 0.09
"18602" 1.4 0.065
"18603" 1.7204 0.035
"18604" 2.4288 0.045
"18605" 2.7324 0.045
"18606" 4.048 0.1
"18607" 4.048 0.01
"18608" 3.4952 0.15
"18609" 3.7008 0.2
"18610" 3.7008 0.08
"18611" 3.7008 0.12
"18612" 0.99558 0.0175
"18613" 0.99558 0.01
"18614" 1.5487 0.02
"18615" 1.7699 0.055
"18616" 2.9 0.15
"18617" 3 0.2
"18618" 2 0.045
"18619" 2.9 0.08
"18620" 1.7204 0.04
"18621" 2.7324 0.045
"18622" 3.1372 0.055
"18623" 4.2504 0.135
"18624" 3.9064 0.05
"18625" 3.9064 0.08
"18626" 1.3274 0.055
"18627" 1.5487 0.06
"18628" 2.2124 0.08
"18629" 4.5685 0.17
"18630" 4.5685 0.13
"18631" 5.3807 0.325
"18632" 5.3807 0.5
"18633" 2.1 0.08
"18634" 2.3 0.13
"18635" 3 0.11
"18636" 1.5 0.025
"18637" 1.8 0.055
"18638" 2.1252 0.03
"18639" 2.6146 0.03
"18640" 13.291 0.24
"18641" 13.291 0.3
"18642" 13.291 0.2
"18643" 20.154 0.4
"18644" 20.154 0.3
"18645" 20.154 0.15
"18646" 3.3924 0.15
"18647" 3.598 0.22
"18648" 3.598 0.2
"18649" 3.598 0.2
"18650" 3.598 0.01
"18651" 4.068 0.3
"18652" 4.068 0.01
"18653" 14.301 0.4
"18654" 14.301 0.2
"18655" 14.301 0.5
"18656" 1.4381 0.045
"18657" 1.4381 0.01
"18658" 4.3655 0.3
"18659" 4.3655 0.2
"18660" 4.3655 0.01
"18661" 1.5 0.045
"18662" 4.3 0.13
"18663" 1.7204 0.045
"18664" 3.036 0.075
"18665" 3.036 0.01
"18666" 3.1372 0.07
"18667" 3.1372 0.01
"18668" 3.7444 0.1
"18669" 3.7444 0.01
"18670" 13.618 0.25
"18671" 13.618 0.25
"18672" 19.609 0.4
"18673" 19.609 0.22
"18674" 3.3924 0.15
"18675" 3.3924 0.06
"18676" 4.626 0.29
"18677" 4.626 0.075
"18678" 4.626 0.18
"18679" 4.626 0.15
"18680" 4.5765 0.2
"18681" 4.5765 0.075
"18682" 4.5765 0.2
"18683" 4.5765 0.2
"18684" 2.3 0.01
"18685" 4.5765 0.2
"18686" 9.9666 0.19
"18687" 9.9666 0.275
"18688" 9.9666 0.25
"18689" 9.9666 0.22
"18690" 13.218 0.35
"18691" 13.218 0.3
"18692" 14.41 0.29
"18693" 14.41 0.175
"18694" 14.41 0.5
"18695" 0.99558 0.055
"18696" 1.4381 0.06
"18697" 1.4381 0.01
"18698" 2.4365 0.11
"18699" 2.4365 0.1
"18700" 2.8426 0.12
"18701" 2.8426 0.16
"18702" 2.8426 0.2
"18703" 2.1 0.135
"18704" 2.3 0.12
"18705" 3.5 0.18
"18706" 3.5 0.25
"18707" 3.6 0.145
"18708" 7.7 0.215
"18709" 7.7 0.22
"18710" 4.5 0.11
"18711" 2.53 0.06
"18712" 2.53 0.01
"18713" 3.6432 0.065
"18714" 3.4952 0.06
"18715" 0.66372 0.03
"18716" 1.2168 0.05
"18717" 1.2168 0.01
"18718" 1.4381 0.05
"18719" 1.4381 0.01
"18720" 1.6593 0.065
"18721" 1.6593 0.01
"18722" 2.8 0.12
"18723" 3.5 0.15
"18724" 3.6 0.145
"18725" 1.3 0.135
"18726" 1.3 0.09
"18727" 1.3 0.22
"18728" 6.9 0.25
"18729" 6.9 0.3
"18730" 2.6 0.12
"18731" 1.6192 0.04
"18732" 1.6192 0.01
"18733" 2.2878 0.035
"18734" 3.7008 0.28
"18735" 3.7008 0.08
"18736" 3.8036 0.31
"18737" 3.8036 0.08
"18738" 3.8646 0.3
"18739" 3.8646 0.08
"18740" 3.8646 0.02
"18741" 4.068 0.32
"18742" 4.068 0.08
"18743" 4.068 0.2
"18744" 0.5531 0.02
"18745" 5.14 0.35
"18746" 1.5487 0.055
"18747" 1.7699 0.055
"18748" 4.6701 0.23
"18749" 4.7716 0.23
"18750" 3.1 0.2
"18751" 3.1 0.3
"18752" 3.5 0.14
"18753" 5.4 0.14
"18754" 7.2 0.14
"18755" 7.2 0.22
"18756" 7.4 1.1
"18757" 2.3 0.06
"18758" 2.024 0.055
"18759" 2.53 0.065
"18760" 3.4408 0.065
"18761" 3.4408 0.01
"18762" 3.9468 0.065
"18763" 3.9468 0.01
"18764" 0.66372 0.025
"18765" 1.1062 0.06
"18766" 2.1018 0.12
"18767" 4 2.7
"18768" 4.4 3.4
"18769" 1.2144 0.01
"18770" 3.036 0.06
"18771" 3.036 0.01
"18772" 3.6432 0.07
"18773" 3.6432 0.01
"18774" 2.0699 0.08
"18775" 3.4952 0.25
"18776" 3.4952 0.15
"18777" 3.4952 0.1
"18778" 3.4952 0.02
"18779" 3.4952 0.01
"18780" 3.598 0.01
"18781" 5.14 0.32
"18782" 5.14 0.15
"18783" 3.9663 0.35
"18784" 3.9663 0.12
"18785" 3.9663 0.13
"18786" 1.4381 0.06
"18787" 1.7699 0.085
"18788" 2.1018 0.075
"18789" 2.2124 0.07
"18790" 2.2124 0.01
"18791" 2.3 0.2
"18792" 2.3 0.01
"18793" 2.8 0.15
"18794" 3 0.15
"18795" 2.2 0.29
"18796" 1.7 0.04
"18797" 2.6 0.105
"18798" 2.7 0.17
"18799" 2.7 0.15
"18800" 2.7 0.01
"18801" 2.2 0.065
"18802" 1.518 0.025
"18803" 2.7324 0.045
"18804" 3.1372 0.055
"18805" 3.1372 0.01
"18806" 3.7444 0.075
"18807" 3.7444 0.01
"18808" 4.048 0.06
"18809" 2.1788 0.055
"18810" 3.4952 0.23
"18811" 3.4952 0.2
"18812" 1.3274 0.055
"18813" 1.6593 0.065
"18814" 1.7699 0.07
"18815" 1.8805 0.08
"18816" 1.5 0.075
"18817" 1.5 0.01
"18818" 1.9 0.19
"18819" 1.9 0.025
"18820" 2.5 0.135
"18821" 2.5 0.08
"18822" 1.7 0.085
"18823" 2.4 0.085
"18824" 1.7 0.065
"18825" 1.9 0.065
"18826" 1.4168 0.05
"18827" 2.3276 0.045
"18828" 3.3396 0.065
"18829" 3.3396 0.01
"18830" 3.9468 0.075
"18831" 3.9468 0.01
"18832" 4.4528 0.085
"18833" 2.1788 0.05
"18834" 3.3924 0.2
"18835" 3.598 0.13
"18836" 3.598 0.1
"18837" 4.2714 1.5
"18838" 4.3731 0.05
"18839" 4.3731 0.12
"18840" 4.3731 0.3
"18841" 13.868 0.33
"18842" 13.868 1.1
"18843" 1.2168 0.045
"18844" 1.7699 0.055
"18845" 1.7699 0.01
"18846" 1.7699 0.06
"18847" 1.7699 0.01
"18848" 2.1018 0.1
"18849" 2.9442 0.31
"18850" 4.0609 0.28
"18851" 4.0609 0.08
"18852" 5.3807 0.39
"18853" 5.3807 0.1
"18854" 2.5 0.1
"18855" 2.2 0.15
"18856" 1.012 0.025
"18857" 3 0.25
"18858" 3 0.5
"18859" 1.7204 0.04
"18860" 3.2 0.25
"18861" 3.1372 0.075
"18862" 3.5 0.165
"18863" 2.2 0.28
"18864" 2.2 0.35
"18865" 3.3924 0.195
"18866" 3.3924 0.23
"18867" 3.3924 0.2
"18868" 2.3 0.25
"18869" 3.4952 0.19
"18870" 7 3
"18871" 3.4952 0.21
"18872" 3.4952 0.08
"18873" 3.4952 0.01
"18874" 7.6 0.35
"18875" 7.6 0.25
"18876" 3.7629 0.35
"18877" 1.4 0.04
"18878" 3.8646 0.25
"18879" 3.8646 0.1
"18880" 3.8646 0.15
"18881" 1.5 0.05
"18882" 1.5 0.01
"18883" 3.8646 0.3
"18884" 3.8646 0.08
"18885" 3.8646 0.13
"18886" 12.784 0.4
"18887" 12.784 2.2
"18888" 1.4381 0.06
"18889" 1.4381 0.01
"18890" 1.8805 0.1
"18891" 1.8805 0.01
"18892" 2.1018 0.07
"18893" 2.1018 0.01
"18894" 2.2335 0.24
"18895" 2.8 0.265
"18896" 3 0.175
"18897" 5.1 0.28
"18898" 0.85 0.08
"18899" 0.9 0.04
"18900" 0.9 0.1
"18901" 7 0.35
"18902" 7 0.225
"18903" 7 2.8
"18904" 2.1 0.07
"18905" 2.1 0.01
"18906" 2.2 0.085
"18907" 2.2 0.01
"18908" 2.7 0.135
"18909" 2.7 0.01
"18910" 2.1252 0.055
"18911" 2.6312 0.1
"18912" 3.1372 0.12
"18913" 4.2504 0.13
"18914" 3.3924 0.05
"18915" 3.3924 0.2
"18916" 3.4952 0.15
"18917" 3.4952 0.1
"18918" 3.598 0.23
"18919" 3.598 0.09
"18920" 3.7008 0.18
"18921" 3.7008 0.12
"18922" 3.7008 0.18
"18923" 3.7008 0.14
"18924" 3.7008 0.01
"18925" 3.8646 0.22
"18926" 4.068 0.105
"18927" 4.068 0.22
"18928" 1.3274 0.04
"18929" 1.5487 0.035
"18930" 2.4 0.01
"18931" 1.7699 0.065
"18932" 1.7699 0.01
"18933" 1.9912 0.11
"18934" 1.9912 0.01
"18935" 1.9289 0.18
"18936" 1.9289 0.2
"18937" 2.6396 0.105
"18938" 2.6396 0.23
"18939" 2.7411 0.05
"18940" 2.7411 0.095
"18941" 2.7411 0.1
"18942" 2.4 0.115
"18943" 2.5 0.15
"18944" 2.5 0.01
"18945" 2.6 0.25
"18946" 2.6 0.01
"18947" 3 0.075
"18948" 3.5 0.25
"18949" 3.7 0.25
"18950" 0.9 0.06
"18951" 0.9 0.045
"18952" 1.5 0.07
"18953" 2.8 0.21
"18954" 3.1 0.215
"18955" 1.2 0.08
"18956" 1.4 0.15
"18957" 1.4 0.03
"18958" 1.6192 0.11
"18959" 3.4408 0.11
"18960" 3.6432 0.12
"18961" 4.1492 0.05
"18962" 2.5056 0.055
"18963" 3.4952 0.28
"18964" 3.4952 0.08
"18965" 3.598 0.23
"18966" 3.598 0.25
"18967" 1.1062 0.05
"18968" 1.2168 0.05
"18969" 1.5487 0.05
"18970" 1.5487 0.01
"18971" 1.6593 0.08
"18972" 2.5 0.22
"18973" 2.8 0.2
"18974" 3 0.22
"18975" 4.2 0.28
"18976" 2.1 0.085
"18977" 2.3 0.08
"18978" 1.3 0.07
"18979" 1.8216 0.035
"18980" 3.3396 0.065
"18981" 4.554 0.115
"18982" 4.554 0.01
"18983" 3.598 0.18
"18984" 0.77434 0.035
"18985" 0.99558 0.06
"18986" 1.5487 0.055
"18987" 1.9912 0.095
"18988" 1.9912 0.01
"18989" 2.7 0.115
"18990" 1.2 0.05
"18991" 1.2 0.03
"18992" 2.3 0.12
"18993" 0.9 0.04
"18994" 2.1 0.1
"18995" 2.53 0.08
"18996" 3.2384 0.065
"18997" 3.2384 0.04
"18998" 3.542 0.04
"18999" 3.542 0.03
"19000" 4.1492 0.08
"19001" 4.1492 0.01
"19002" 2.6146 0.07
"19003" 3.3924 0.28
"19004" 3.3924 0.07
"19005" 0.77434 0.02
"19006" 0.77434 0.025
"19007" 1.2168 0.06
"19008" 2.7324 0.055
"19009" 2.9348 0.085
"19010" 2.9348 0.03
"19011" 2.9348 0.01
"19012" 3.8456 0.085
"19013" 3.8456 0.01
"19014" 3.8456 0.12
"19015" 3.8456 0.01
"19016" 4.1492 0.11
"19017" 4.1492 0.01
"19018" 3.1593 0.05
"19019" 10.349 0.215
"19020" 3.7008 0.28
"19021" 3.7008 0.22
"19022" 3.7008 0.25
"19023" 3.8036 0.28
"19024" 3.8036 0.2
"19025" 3.9663 0.28
"19026" 3.9663 0.3
"19027" 3.9663 0.25
"19028" 3.9663 0.23
"19029" 13.3 0.08
"19030" 15.2 0.18
"19031" 6.4 0.17
"19032" 0.77434 0.02
"19033" 1.3274 0.11
"19034" 1.3274 0.01
"19035" 1.7699 0.075
"19036" 1.7699 0.01
"19037" 7.3 0.22
"19038" 2.4 0.12
"19039" 4.4 0.18
"19040" 4.5 0.185
"19041" 2.9348 0.1
"19042" 3.542 0.1
"19043" 3.542 0.03
"19044" 4.048 0.18
"19045" 4.4528 0.1
"19046" 4.4528 0.5
"19047" 4.4528 0.01
"19048" 3.1868 0.135
"19049" 3.2896 0.18
"19050" 3.2896 0.1
"19051" 3.4952 0.2
"19052" 5.1867 0.33
"19053" 13.5 0.34
"19054" 12.8 0.35
"19055" 12.8 0.8
"19056" 1.3274 0.08
"19057" 1.4381 0.03
"19058" 1.5487 0.12
"19059" 4.3 0.08
"19060" 4.6 0.115
"19061" 4.048 0.25
"19062" 1.1062 0.03
"19063" 1.2168 0.08
"19064" 1.3274 0.075
"19065" 1.5487 0.07
"19066" 1.5487 0.01
"19067" 1.5487 0.12
"19068" 1.2 0.04
"19069" 3.1 0.14
"19070" 0.6 0.02
"19071" 1.2 0.05
"19072" 1.6192 0.05
"19073" 1.6192 0.01
"19074" 3.3396 0.05
"19075" 3.3396 0.04
"19076" 3.3396 0.01
"19077" 3.7444 0.075
"19078" 3.7444 0.3
"19079" 2.0699 0.03
"19080" 2.2878 0.05
"19081" 3.3924 0.3
"19082" 3.8036 0.2
"19083" 3.8036 0.1
"19084" 3.6612 0.15
"19085" 3.6612 0.15
"19086" 3.6612 0.18
"19087" 3.6612 0.2
"19088" 0.77434 0.04
"19089" 1.4381 0.055
"19090" 1.6593 0.055
"19091" 1.7699 0.1
"19092" 1.7699 0.01
"19093" 1.1 0.065
"19094" 1.8 0.06
"19095" 3.3 0.21
"19096" 1.8216 0.055
"19097" 2.4288 0.09
"19098" 3.1372 0.1
"19099" 3.1372 0.01
"19100" 4.1492 0.06
"19101" 4.1492 0.01
"19102" 9.8164 0.45
"19103" 3.598 0.1
"19104" 3.598 0.135
"19105" 3.9064 0.15
"19106" 3.6612 0.28
"19107" 3.6612 0.22
"19108" 1.1062 0.06
"19109" 1.5487 0.065
"19110" 1.5487 0.01
"19111" 1.5487 0.09
"19112" 1.5487 0.01
"19113" 1.8805 0.06
"19114" 1.8805 0.01
"19115" 1.8805 0.075
"19116" 1.8805 0.01
"19117" 1.8 0.15
"19118" 1.8 0.24
"19119" 6.8 0.4
"19120" 6.8 1
"19121" 7.2 0.41
"19122" 7.2 0.6
"19123" 2.1252 0.06
"19124" 2.1252 0.01
"19125" 3.1372 0.1
"19126" 3.1372 0.01
"19127" 4.2504 0.085
"19128" 4.2504 0.01
"19129" 99 35
"19130" 100 18
"19131" 77 9
"19132" 76 11
"19133" 23 6.9
"19134" 100 32
"19135" 19 23.5
"19136" 19 20
"19137" 21 8.1
"19138" 62 26
"19139" 41 3.4
"19140" 32 15
"19141" 76 22
"19142" 108 45.8
"19143" 32 30
"19144" 66 33.8
"19145" 17 16
"19146" 34 16
"19147" 40 16.4
"19148" 26 17
"19149" 77 35
"19150" 22 7
"19151" 75 29
"19152" 25 16
"19153" 50 32
"19154" 79 32
"19155" 39 25
"19156" 81 14
"19157" 81 14
"19158" 81 14
"19159" 36 21.5
"19160" 97 52
"19161" 112 37
"19162" 74 36
"19163" 99 29
"19164" 26 25
"19165" 48 21
"19166" 69 27
"19167" 42 24
"19168" 75 22
"19169" 100 67
"19170" 55 2.8
"19171" 85 30
"19172" 60 16
"19173" 58 16.7
"19174" 56 27
"19175" 66 23
"19176" 33 15
"19177" 24 20
"19178" 35 9
"19179" 23 16
"19180" 96 25
"19181" 23 18
"19182" 24 21
"19183" 60 13
"19184" 23 13
"19185" 108 33.7
"19186" 104 30
"19187" 65 28
"19188" 77 24.7
"19189" 58 38
"19190" 43 11
"19191" 98 23
"19192" 99 1.5
"19193" 66 18
"19194" 60 15
"19195" 79 16
"19196" 60 15
"19197" 75 16.5
"19198" 73 16
"19199" 81 14
"19200" 81 26
"19201" 79 27
"19202" 68 27
"19203" 29 1.6
"19204" 27 8
"19205" 81 18
"19206" 64 23
"19207" 45 8
"19208" 44 16
"19209" 108 30.4
"19210" 65 2.9
"19211" 79 30
"19212" 57 24
"19213" 93 21
"19214" 101 59
"19215" 53 20
"19216" 81 25
"19217" 85 22
"19218" 21 5.8
"19219" 21 7.2
"19220" 72 32
"19221" 98 18.5
"19222" 79 40
"19223" 21 7.8
"19224" 81 25
"19225" 81 14
"19226" 81 22
"19227" 81 16
"19228" 99 18
"19229" 21 7
"19230" 21 8.1
"19231" 98 16.7
"19232" 21 9.4
"19233" 96 23
"19234" 96 33
"19235" 96 26
"19236" 96 24
"19237" 87 14
"19238" 107 35
"19239" 84 30
"19240" 48 24
"19241" 106 44
"19242" 81 14
"19243" 97 24
"19244" 84 24
"19245" 25 23
"19246" 112 51
"19247" 96 29
"19248" 74 2.8
"19249" 21 6.5
"19250" 21 7.1
"19251" 68 30.9
"19252" 38 22
"19253" 44 9
"19254" 94 32.4
"19255" 99 15
"19256" 14 7
"19257" 83 55.7
"19258" 100 33
"19259" 83 54.6
"19260" 21 7.3
"19261" 21 6.7
"19262" 69 40
"19263" 15 12
"19264" 81 14
"19265" 96 18
"19266" 82 21
"19267" 26 13
"19268" 73 1.5
"19269" 26 13
"19270" 98 24
"19271" 96 17
"19272" 18 13.5
"19273" 81 14
"19274" 20 17.5
"19275" 20 6
"19276" 35 20
"19277" 15 15
"19278" 82 21
"19279" 82 18.5
"19280" 40 20
"19281" 48 30
"19282" 38 20
"19283" 59 17
"19284" 88 3.6
"19285" 52 28.5
"19286" 98 33
"19287" 25 10
"19288" 55 34
"19289" 32 20
"19290" 84 21.7
"19291" 43 19
"19292" 84 12.5
"19293" 93 42
"19294" 82 45
"19295" 81 14
"19296" 52 29
"19297" 59 23.5
"19298" 93 18
"19299" 93 23
"19300" 93 20
"19301" 93 24
"19302" 93 23
"19303" 93 21
"19304" 93 23
"19305" 86 19
"19306" 93 27
"19307" 58 24
"19308" 45 25
"19309" 57 18
"19310" 102 23
"19311" 28 11.5
"19312" 16 9
"19313" 29 2.4
"19314" 29 25
"19315" 58 18
"19316" 80 9.5
"19317" 20 17.5
"19318" 71 12
"19319" 71 22
"19320" 71 16.5
"19321" 19 20
"19322" 48 18
"19323" 55 16
"19324" 13 14
"19325" 55 16
"19326" 16 16
"19327" 22 13
"19328" 22 15
"19329" 80 17.5
"19330" 55 16
"19331" 20 15.5
"19332" 80 13.5
"19333" 99 1.5
"19334" 65 32
"19335" 80 21.5
"19336" 51 3.5
"19337" 67 3.2
"19338" 61 50
"19339" 67 26
"19340" 66 11.2
"19341" 43 38
"19342" 66 42
"19343" 81 11.6
"19344" 63 32
"19345" 87 31
"19346" 36 21
"19347" 100 7
"19348" 71 3.2
"19349" 45 25
"19350" 52 39
"19351" 27 20
"19352" 99 36
"19353" 82 21
"19354" 30 22
"19355" 58 11
"19356" 30 22
"19357" 46 12
"19358" 52 23
"19359" 79 18.5
"19360" 61 45
"19361" 98 26
"19362" 22 18
"19363" 99 33
"19364" 70 10
"19365" 63 28
"19366" 48 32
"19367" 59 35
"19368" 92 15
"19369" 92 13
"19370" 57 31
"19371" 17 12
"19372" 54 25
"19373" 99 3.3
"19374" 57 31
"19375" 57 31
"19376" 102 5.9
"19377" 54 20
"19378" 48 12
"19379" 19 25
"19380" 92 15
"19381" 106 31
"19382" 84 10.2
"19383" 92 29
"19384" 24 8
"19385" 92 15
"19386" 92 15
"19387" 92 15
"19388" 92 15
"19389" 84 12
"19390" 93 8
"19391" 29 24
"19392" 63 12
"19393" 54 18
"19394" 18 12
"19395" 73 23
"19396" 27 22.1
"19397" 71 33
"19398" 49 24.1
"19399" 92 15
"19400" 55 39
"19401" 90 24
"19402" 67 25
"19403" 57 31
"19404" 73 44
"19405" 92 15
"19406" 29 25
"19407" 92 15
"19408" 92 15
"19409" 53 11
"19410" 82 14
"19411" 64 27
"19412" 64 35
"19413" 99 3.5
"19414" 99 3.2
"19415" 54 12
"19416" 64 24
"19417" 23 11
"19418" 60 10.7
"19419" 38 22
"19420" 22 11.8
"19421" 90 27
"19422" 18 20
"19423" 66 12
"19424" 81 28
"19425" 18 12.1
"19426" 93 30
"19427" 102 14.2
"19428" 68 15
"19429" 22 12.2
"19430" 71 37
"19431" 68 19
"19432" 62 7
"19433" 52 13
"19434" 67 30
"19435" 53 27
"19436" 93 28.5
"19437" 15 6
"19438" 18 23
"19439" 35 20
"19440" 64 21
"19441" 68 16
"19442" 76 6
"19443" 48 23
"19444" 81 23
"19445" 88 23
"19446" 53 49
"19447" 15 8
"19448" 26 14.5
"19449" 57 23
"19450" 89 26
"19451" 51 8.5
"19452" 53 40
"19453" 93 26
"19454" 33 16.5
"19455" 93 28.5
"19456" 93 28.5
"19457" 70 33
"19458" 85 9.6
"19459" 21 19
"19460" 85 9.8
"19461" 89 26
"19462" 35 2.5
"19463" 85 9.6
"19464" 93 43
"19465" 20 11
"19466" 24 3.4
"19467" 36 21
"19468" 62 8
"19469" 20 13
"19470" 22 11
"19471" 21 12.8
"19472" 93 28.5
"19473" 26 19.5
"19474" 102 9.6
"19475" 85 17
"19476" 66 11
"19477" 71 35
"19478" 15 10
"19479" 21 11.6
"19480" 62 2.3
"19481" 48 27.3
"19482" 49 23
"19483" 42 20.9
"19484" 96 27.5
"19485" 26 7
"19486" 46 11
"19487" 46 6
"19488" 19 11
"19489" 38 36
"19490" 41 17.2
"19491" 23 6.4
"19492" 96 18.5
"19493" 32 21
"19494" 69 19.4
"19495" 32 21
"19496" 43 14
"19497" 21 21
"19498" 38 20.3
"19499" 19 8.6
"19500" 43 27
"19501" 17 24
"19502" 37 42
"19503" 48 2.1
"19504" 37 20
"19505" 22 19
"19506" 18 22.2
"19507" 43 17
"19508" 48 28
"19509" 63 19.3
"19510" 18 15.5
"19511" 46 18
"19512" 38 34
"19513" 16 7
"19514" 19 10
"19515" 21 7
"19516" 20 14
"19517" 66 3.5
"19518" 24 0.3
"19519" 21 3
"19520" 58 13
"19521" 42 15.9
"19522" 44 7.3
"19523" 80 11.1
"19524" 45 7.4
"19525" 99 23
"19526" 35 16
"19527" 20 9
"19528" 91 9
"19529" 45 15.7
"19530" 39 10.7
"19531" 26 3
"19532" 96 24
"19533" 46 18
"19534" 85 22
"19535" 63 1.5
"19536" 93 10
"19537" 52 21.1
"19538" 88 14.5
"19539" 61 17
"19540" 46 21.6
"19541" 46 16
"19542" 60 26.5
"19543" 58 5.8
"19544" 85 20
"19545" 53 13
"19546" 66 14.7
"19547" 46 3
"19548" 72 15
"19549" 50 25.6
"19550" 71 8.5
"19551" 92 17
"19552" 68 24.5
"19553" 86 2.5
"19554" 105 24
"19555" 102 28
"19556" 45 1.1
"19557" 57 3
"19558" 46 23
"19559" 73 9
"19560" 93 18.2
"19561" 53 4.1
"19562" 55 11
"19563" 44 19
"19564" 67 14
"19565" 49 16
"19566" 53 8
"19567" 55 22
"19568" 41 20
"19569" 43 13
"19570" 114 27
"19571" 47 5
"19572" 58 9
"19573" 92 23
"19574" 86 26
"19575" 90 28
"19576" 76 16.9
"19577" 53 5.6
"19578" 80 8.1
"19579" 35 1.1
"19580" 46 17
"19581" 47 13
"19582" 34 4.5
"19583" 50 8
"19584" 68 12
"19585" 64 15
"19586" 44 1.9
"19587" 81 10
"19588" 91 2.5
"19589" 86 16
"19590" 64 3.5
"19591" 74 25
"19592" 56 12
"19593" 60 18
"19594" 76 25
"19595" 55 11
"19596" 83 24
"19597" 66 6
"19598" 38 10
"19599" 81 20.5
"19600" 76 22
"19601" 52 7.5
"19602" 90 25
"19603" 93 11
"19604" 89 31.1
"19605" 104 12
"19606" 112 26
"19607" 36 8
"19608" 67 21.3
"19609" 93 25
"19610" 77 15
"19611" 100 26
"19612" 57 16
"19613" 54 9
"19614" 70 19.2
"19615" 82 20
